Search Parameters	Year	Mo	Dy	Date	Hr	Mn	Sec	Tsu	Vol	Location Name	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Death Description	Missing	Missing Description	Injuries	Injuries Description	Damage ($Mil)	Damage Description	Houses Destroyed	Houses Destroyed Description	Houses Damaged	Houses Damaged Description	Total Deaths	Total Death Description	Total Missing	Total Missing Description	Total Injuries	Total Injuries Description	Total Damage ($Mil)	Total Damage Description	Total Houses Destroyed	Total Houses Destroyed Description	Total Houses Damaged	Total Houses Damaged Description
	2009	2	20	2009-02-20	10	2	29.1			CHINA:  XINJIANG PROVINCE	40.657	78.692	17	5.5									3	5613	4	331	3								3	331	3	5613	4
	2009	3	19	2009-03-19	18	17	40.9	4312		TONGA ISLANDS	-23.046	-174.659	34	7.6																									
	2009	3	26	2009-03-26	4	44	11.6			INDIA:  CHAIBASA	22.399	85.903	10	4.1						5	1		1									5	1		1				1
	2009	3	31	2009-03-31	17	50	34.1			NICARAGUA:  SAN JUAN DEL RIO COCO	13.452	-86.06	36	4.4									1	3	1	10	1								2	3	1	10	1
	2009	4	6	2009-04-06	1	32	39			ITALY:  L'AQUILA	42.334	13.334	9	6.3		309	3			1500	4	2500	4	15000	4			309	3			1500	4	2500	4	15000	4		
	2009	4	7	2009-04-07	17	47	37			ITALY:  L'AQUILA	42.275	13.464	15	5.5		1	1						1				1	1	1						1				1
	2009	4	9	2009-04-09	1	46	58.2			INDIA:  JAISALMER	27.143	70.749	44	5.2						6	1		2									6	1		2				2
	2009	4	16	2009-04-16	21	27	51.3			AFGHANISTAN:  NANGARHAR	34.185	70.076	6	5.4		19	1			51	2		2	200	3	200	3	19	1			51	2		2	200	3		
	2009	5	17	2009-05-17	19	50	6.2			SAUDI ARABIA: WESTERN	25.212	37.597	10	4.6									1		2										1		2		
	2009	5	19	2009-05-19	17	35	0.6			SAUDI ARABIA: WESTERN	25.292	37.744	2	5.7						7	1											7	1						
	2009	5	19	2009-05-19	19	29	48.9			INDIA:  KASHMIR	33.198	75.787	21	4.9									1												1			100	2
	2009	5	24	2009-05-24	16	17	50.8			BALKANS NW:  MACEDONIA	41.303	22.714	0	5.3									2												2				3
	2009	5	28	2009-05-28	8	24	45	4356		HONDURAS:  NORTHERN; BELIZE	16.72	-86.236	10	7.3		7	1			40	1	100	4	135	3	25	1	7	1			40	1	100	4	135	3	25	1
	2009	5	29	2009-05-29	6	20	14.6			VANUATU ISLANDS:  TONGOA	-17.026	168.329	13	5.7						10	1		1		2		2					10	1		1		2		
	2009	6	2	2009-06-02	2	17	3.5			VANUATU ISLANDS:  TONGOA	-17.757	167.949	15	6.3						4	1		1									4	1		1				2
	2009	6	13	2009-06-13	17	17	38.2			KAZAKHSTAN:  TEKELI	44.724	78.864	15	5.4		1	1						1				2	1	1						1				2
	2009	7	1	2009-07-01	9	30	10.4	5713		GREECE:  CRETE	34.164	25.471	19	6.4	2																								
	2009	7	4	2009-07-04	6	49	35.5			PANAMA: PANAMA CITY	9.59	-78.966	38	6	5					32	1		1									32	1		1			10	1
	2009	7	9	2009-07-09	11	19	16.2			CHINA:  YUNNAN PROVINCE:  YAOAN COUNTY	25.632	101.095	7	5.7						336	3		3									336	3		3				
	2009	7	15	2009-07-15	9	22	29	4376		NEW ZEALAND:  OFF WEST COAST OF SOUTH ISLAND	-45.762	166.562	12	7.8									1												1				
	2009	7	24	2009-07-24	3	11	56.8			CHINA: TIBET (XIZANG PROVINCE):   GYUNGCAN	31.158	85.902	13	5.8									1	6	1	6	1								1	6	1		2
	2009	8	8	2009-08-08	13	26	17.5			CHINA:  CHONGQING PROVINCE:  RONGCHANG	29.358	105.438	10	3.4		2	1			1	1		2	440	3	440	3	2	1			1	1		2	440	3		
	2009	8	10	2009-08-10	19	55	35.6	4419		INDIA:  ANDAMAN I	14.099	92.888	5	7.5																									
	2009	8	10	2009-08-10	20	7	9.1	4418		JAPAN:  HONSHU:  S COAST	34.743	138.264	40	6.4		1	1			123	3		3			5192	4	1	1			123	3		3			5192	4
	2009	8	16	2009-08-16	7	38	21.7	4482		INDONESIA:  SUMATRA:  PADANG	-1.479	99.49	20	6.7						9	1											9	1						
	2009	8	28	2009-08-28	1	52	6.6			CHINA:  QINGHAI PROVINCE	37.696	95.718	13	6.2									1												1			30	1
	2009	8	30	2009-08-30	19	27	48.8			MYANMAR (BURMA);  INDIA:  SIBSAGAR	25.28	95.101	82	5.2									1												1				
	2009	9	2	2009-09-02	7	55	1	5734		INDONESIA:  JAVA	-7.782	107.297	46	7		81	2			1297	4		3			54000	4	81	2			1297	4		3			54000	4
	2009	9	6	2009-09-06	22	41	37.3			GEORGIA:  NORTHWESTERN	42.66	43.443	15	6						1	1		2									1	1		2			1000	3
	2009	9	12	2009-09-12	20	6	24.6			VENEZUELA:  CARABOBO	10.705	-67.92	10	6.3						18	1		1			17	1					18	1		1			17	1
	2009	9	18	2009-09-18	11	53	48			"PHILIPPINES:  COTABATO, SULTAN KUDARAT"	6.513	124.715	10	5.7						91	2		1									91	2		1			76	2
	2009	9	18	2009-09-18	23	6	57.7			INDONESIA:  BALI:  DENPASAR	-9.138	115.593	79	5.7						7	1		1				2					7	1		1				2
	2009	9	21	2009-09-21	8	53	5.9			BHUTAN:  TASHIGANG	27.332	91.437	14	6.1		11	1						3		3		3	11	1				3		3		3		
	2009	9	22	2009-09-22	8	20	41			AUSTRALIA:  MORNINGTON	-38.28	145.25	0	3.1									1												1				
	2009	9	29	2009-09-29	17	48	10.9	4440		SAMOA ISLANDS	-15.489	-172.095	18	8.1														192	3			7	1	285	4				
	2009	9	30	2009-09-30	10	16	9.2	4441		INDONESIA:  SUMATRA:  PADANG	-0.72	99.867	81	7.5		1117	4			1214	4	2200	4		3	181665	4	1117	4			1214	4	2200	4		3	181665	4
	2009	10	1	2009-10-01	1	52	27.3			INDONESIA:  SUMATRA:  SOUTHERN:  KERINCI	-2.515	101.501	10	6.6		3	1					10	3		3		3	3	1					10	3		3		
	2009	10	7	2009-10-07	22	3	14.4	4442		VANUATU ISLANDS	-13.006	166.51	45	7.6																									
	2009	10	7	2009-10-07	22	18	51.2			SOLOMON ISLANDS:  SANTA CRUZ ISLANDS	-12.517	166.382	35	7.8																									
	2009	10	9	2009-10-09	18	11	39.9			ECUADOR:  TENA	-0.962	-77.817	35	5.4									1												1				
	2009	10	22	2009-10-22	19	51	27.5			AFGHANISTAN:  HINDU KUSH	36.517	70.95	18	6.1		5	1						1					5	1						1				
	2009	10	29	2009-10-29	17	0	38.6			"BHUTAN:  MONGAR, PEMAGATSEL, TASHIGANG"	27.262	91.417	26	5.3									2	1	1	1	1								2	1	1	116	3
	2009	11	1	2009-11-01	21	7	20.6			CHINA:  YUNNAN PROVINCE	25.962	100.825	25	4.9						28	1			1000	3	1000	3					28	1			1000	3	30000	4
	2009	11	3	2009-11-03	23	26	52			IRAN:  BANDAR ABBAS	27.334	56.202	14	5.1						269	3		1									269	3		1				1
	2009	11	8	2009-11-08	19	41	43.3			INDONESIA:  SUMABAWA:  BIMA	-8.207	118.631	18	6.6		2	1			200	3	2.43	2					2	1			200	3	2.43	2				2
	2009	11	27	2009-11-27	8	15	53.3			VENEZUELA:  SIQUISIQUE	10.434	-69.715	7	5.4									1												1				
	2009	12	6	2009-12-06	21	51	59.8			SOUTH AFRICA:  CARLETONVILLE	-26.414	27.494	2	3.5		2	1			3	1							2	1			3	1						
	2009	12	8	2009-12-08	3	8	57.2			MALAWI:  KARONGA	-9.948	33.878	8	5.9		1	1			15	1		3					1	1			15	1		3			3000	4
	2009	12	12	2009-12-12	11	51	25.7			INDIA:  MAHARASHTRA:  SATARA	17.109	73.767	10	5.1									1												1				2
	2009	12	17	2009-12-17	23	45	36.4			JAPAN:  HONSHU:  ITO	34.921	139.261	7	4.9						7	1		1									7	1		1			20	1
	2009	12	19	2009-12-19	13	2	17			TAIWAN:  HUALIEN	23.796	121.605	57	6.4						14	1		1				1					14	1		1				1
	2009	12	19	2009-12-19	23	19	15.5			MALAWI:  KARONGA	-10.108	33.818	6	6		3	1			250	3		3	1111	4	1111	4	3	1			250	3		3	1111	4	3565	4
	2009	12	30	2009-12-30	18	48	57.7			MEXICO:  MEXICALI	32.437	-115.165	9	5.9									1												1				2
	2009	12	31	2009-12-31	9	57	29.7			BHUTAN:  DAMETSI	27.319	91.51	10	5.2						2	1		2									2	1		2			700	3
	2010	1	2	2010-01-02	2	15	12			TAJIKISTAN	38.245	71.467	47	5.1								1.5	2	98	2	1000	3							1.5	2	98	2	1000	3
	2010	1	3	2010-01-03	21	48	5.3	4522		SOLOMON ISLANDS	-8.743	157.477	26	6.6																									
	2010	1	3	2010-01-03	22	36	27.9	4523		SOLOMON ISLANDS	-8.799	157.346	25	7.1									1	16	1	60	2								1	16	1	60	2
	2010	1	5	2010-01-05	12	15	32.2	4542		SOLOMON ISLANDS	-9.019	157.551	15	6.8																									
	2010	1	10	2010-01-10	0	25	4.2			INDONESIA:  JAVA:  GARUT	-7.907	107.879	65	5.1		1	1			2	1							1	1			2	1						
	2010	1	10	2010-01-10	0	27	39.3			CALIFORNIA:  OFF COAST NORTHERN	40.652	-124.692	29	6.5						30	1	21.8	3									30	1	21.8	3				
	2010	1	12	2010-01-12	21	53	10	4622		HAITI:  PORT-AU-PRINCE	18.457	-72.533	13	7		316000	4			30000	4	8000	4	97294	4	188383	4	316000	4			300000	4	8000	4	97294	4	188383	4
	2010	1	15	2010-01-15	18	0	46.7			VENEZUELA:  CARIACO	10.454	-63.475	8	5.5						11	1		1			3	1					11	1		1			3	1
	2010	1	16	2010-01-16	20	23	37			IRAN:  KHUZESTAN:  ARRJAN	32.45	48.3	5	5									2												2			150	3
	2010	1	17	2010-01-17	9	37	26.1			CHINA:  GUIZHOU PROVINCE	25.558	105.804	27	4.4		7	1	1		9	1							7	1	1	1	9	1						
	2010	1	30	2010-01-30	21	36	58			CHINA:  SICHUAN PROVINCE: MOXI	30.268	105.668	10	4.7		1	1			15	1		2	200	3	200	3	1	1			15	1		2	200	3		
	2010	2	25	2010-02-25	4	56	51.9			CHINA:  YUNNAN PROVINCE	25.523	101.903	36	4.8						11	1		1				1					11	1		1				1
	2010	2	26	2010-02-26	20	31	26.9	4782		"JAPAN:  TORI SHIMA, OKINAWA"	25.93	128.425	25	7						2	1		1									2	1		1				
	2010	2	27	2010-02-27	6	34	11.5	4682		"CHILE:  MAULE, CONCEPCION, TALCAHUANO"	-36.122	-72.898	22	8.8	9	402	3			12000	4	30000	4			500000	4	558	3			12000	4	30000	4			500000	4
	2010	2	27	2010-02-27	15	45	37			ARGENTINA:  SALTA	-24.872	-65.602	10	6.3		2	1			2	1							2	1			2	1						
	2010	3	4	2010-03-04	0	18	51.2			TAIWAN:  KAO-HSIUNG	22.918	120.795	21	6.3						96	2	1000	4									96	2	1000	4			340	3
	2010	3	8	2010-03-08	2	32	34.7			"TURKEY:  ELAZIG PROVINCE:  OKCULAR, YUKARI DEMIRCI"	38.864	39.986	12	6.1		51	2			100	2		2	287	3	287	3	51	2			100	2		2	287	3	700	3
	2010	3	11	2010-03-11	14	39	43.9	4722		CHILE:  RANCAGUA	-34.29	-71.891	11	6.9									1												1				
	2010	3	30	2010-03-30	16	54	46.7			INDIA: ANDAMAN ISLANDS:  DIGLIPUR	13.667	92.831	34	6.7						10	1		2									10	1		2				3
	2010	4	4	2010-04-04	22	40	43.1			MEXICO:  BAJA CALIFORNIA	32.297	-115.278	4	7.2		2	1			233	3	1150	4				3	2	1			233	3	1150	4				3
	2010	4	6	2010-04-06	22	15	1.5	4763		INDONESIA:  SUMATRA	2.383	97.048	31	7.8																									
	2010	4	13	2010-04-13	23	49	38.3			CHINA:  QINGHAI PROVINCE:  YUSHU	33.165	96.548	17	6.9		2968	4			12135	4	500	4	15000	4			2968	4			12135	4	500	4	15000	4		
	2010	4	18	2010-04-18	20	28	50.2			AFGHANISTAN:  SAMANGAN PROVINCE	35.633	67.658	13	5.6		11	1			70	2		4	2000	4			11	1			70	2		4	2000	4		
	2010	4	20	2010-04-20	0	17	8			AUSTRALIA:  KALGOORLIE	-30.794	121.406	0	5.2						3	1		1									3	1		1				1
	2010	5	1	2010-05-01	22	36	29.3			INDIA:  CHAMOLI	30.099	80.026	36	4.5									1												1				
	2010	5	6	2010-05-06	2	42	47.9			PERU:  TACNA	-18.058	-70.547	37	6.2						11	1		2									11	1		2				2
	2010	5	9	2010-05-09	5	59	41.6			INDONESIA:  N. SUMATRA: SIMEULUE ISLAND	3.748	96.018	38	7.2									1												1				
	2010	5	14	2010-05-14	12	29	22.3			ALGERIA:  NORTHERN:  BENI YELLMAN	35.9	4.12	2	5.2		2	1			43	1							2	1			43	1						
	2010	5	16	2010-05-16	5	16	10			"PUERTO RICO:  LARES, VEGA BAJA"	18.4	-67.07	113	5.8									1												1				1
	2010	5	29	2010-05-29	11	46	50.3	4822	5184	"ANATAHAN REGION, N. MARIANA ISLANDS"	16.591	145.682	10	4.4																									
	2010	6	12	2010-06-12	19	26	50.4	4902		INDIA:  LITTLE NICOBAR ISLAND	7.881	91.936	35	7.5	6																								
	2010	6	15	2010-06-15	4	26	58.4			CALIFORNIA:  OCOTILLO	32.7	-115.921	5	5.8									1				1								1				1
	2010	6	16	2010-06-16	3	16	27.5			INDONESIA: NEW GUINEA:  IRIAN JAYA: JAPEN	-2.174	136.543	18	7	6	17	1						3	2556	4			17	1						3	2556	4		
	2010	6	18	2010-06-18	23	9	31			INDIA:  ANDAMAN ISLANDS:  DIGLIPUR	13.197	93.087	20	5.9									1												1				2
	2010	6	22	2010-06-22	23	14	10.8			INDIA:  TAULI	29.872	80.428	16	5.2									1		1		1								1		1		
	2010	6	23	2010-06-23	17	41	41			"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD"	45.88	-75.48	22	5.2	6								1												1				
	2010	6	30	2010-06-30	7	22	27.6			MEXICO:  SAN ANDRES HUAXPALTEPEC	16.396	-97.782	20	6.2		1	1											1	1										
	2010	7	20	2010-07-20	19	38	9.5			IRAN:  FARSINAJ	27.022	53.861	10	5.8		1	1			32	1		2				3	1	1			32	1		2				3
	2010	7	23	2010-07-23	22	51	12.4			PHILIPPINES:  CELEBES SEA:  MORO GULF	6.486	123.467	586	7.6	4																								
	2010	7	30	2010-07-30	13	50	13.2			IRAN:  TORBET-I-HEYDARIYEH	35.217	59.308	24	5.4						274	3		3									274	3		3				
	2010	8	10	2010-08-10	5	23	44.9	5222		VANUATU ISLANDS	-17.541	168.069	25	7.2	7																								
	2010	8	12	2010-08-12	11	54	15.5			"ECUADOR:  MANTA, GUAYAQUIL, LOJA"	-1.266	-77.306	207	7.1									1												1				
	2010	8	13	2010-08-13	21	19	33	5343		"GUAM, NORTHERN MARIANA ISLANDS"	12.484	141.476	10	6.9																									
	2010	8	27	2010-08-27	19	23	49.5			IRAN:  DAMGHAN-TORUD	35.49	54.47	7	5.7		3	1			200	3		3	700	3			3	1			200	3		3	700	3		
	2010	8	29	2010-08-29	0	53	31.4			"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA"	27.197	103.005	35	4.9						14	1		3			1001	4					14	1		3			1001	4
	2010	9	3	2010-09-03	16	35	47.7			NEW ZEALAND:  CHRISTCHURCH	-43.522	171.83	12	7	9					2	1	6500	4				3					2	1	6500	4				3
	2010	9	6	2010-09-06	11	24	1.5			NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH	-43.57	172.388	9	5	5								1												1				
	2010	9	6	2010-09-06	22	48	33.2			NEW ZEALAND:  NORTH ISLAND:  PORANGAHAU	-40.433	176.818	21	5.1	6								1												1				
	2010	9	7	2010-09-07	19	49	57.4			NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY	-43.598	172.69	6	5	7								1												1				
	2010	9	10	2010-09-10	17	24	16.6			BANGLADESH:  NARAYANGANJ	23.407	90.648	10	4.8	5								1												1				
	2010	9	27	2010-09-27	11	22	46			IRAN:  SHIRAZ	29.647	51.665	27	5.8		1	1			3	1		1		1			1	1			3	1		1		1		
	2010	10	10	2010-10-10	21	44	25.9			"PAKISTAN:  KHANPUR, HARIPUR"	33.869	72.887	33	5.2		1	1			15	1		2			100	1	1	1			15	1		1			100	2
	2010	10	25	2010-10-25	14	42	22	5342		INDONESIA:  SUMATRA	-3.487	100.082	20	7.8														431	3					39	4	700	3		
	2010	11	3	2010-11-03	0	56	55			BALKANS NW: SERBIA:  KRALJEVO	43.76	20.673	1	5.5	6	2	1			100	2		3	1000	3	5000	4	2	1			100	2		3	1000	3	5000	4
	2010	11	6	2010-11-06	3	52	20			IRAN:  DORUD-RAZAN	33.37	48.94	5	4.9						104	3		1				2					104	2		1				2
	2010	11	12	2010-11-12	9	37	19.9			PAKISTAN:  QUETTA	30.178	67.117	27	4.7						12	1		1				2					12	1		1				2
	2010	12	16	2010-12-16	12	14	24.5			"ETHIOPIA:  JIMA,  HOSA'INA, SHENK'OLA, WENJELA"	7.521	37.839	10	5.1							3		2				3						3		2				3
	2010	12	19	2010-12-19	5	5	30			OKLAHOMA:  LUTHER	35.827	-96.772	5	3.7									1				1								1				1
	2010	12	20	2010-12-20	18	41	59.2			IRAN:  KERMAN	28.412	59.18	12	6.5		7	1			25	1		3		3	1800	4	7	1			25	1		3		3	1800	4
	2010	12	21	2010-12-21	17	19	40.6	5402		JAPAN:  BONIN ISLANDS	26.901	143.698	14	7.4																									
	2010	12	25	2010-12-25	13	16	37	5403		VANUATU ISLANDS	-19.702	167.947	16	7.3																		4	1		1				
	2010	12	25	2010-12-25	21	30	15.7			NEW ZEALAND:  CHRISTCHURCH	-43.55	172.647	5	4.5									1			20	1								1			20	1
	2011	1	5	2011-01-05	16	32	24.2			IRAN:  FARS PROVINCE	30.16	51.62	24	4.5						16	1		2									16	1		2				
	2011	1	9	2011-01-09	10	3	44.2	5419		VANUATU ISLANDS	-19.157	168.311	24	6.5																									
	2011	1	18	2011-01-18	20	23	23.4			"PAKISTAN: GARHI KHAIRO, QUETTA, BALOCHISTAN"	28.777	63.951	68	7.2		3	1				2		2	200	3	200	3	3	1				2		2			200	3
	2011	2	1	2011-02-01	7	11	26			CHINA:  YUNNAN PROVINCE:  PINGYUAN	24.693	97.943	31	4.8						1	1		2			700	3					1	1		2			700	3
	2011	2	4	2011-02-04	13	53	46.2			MYANMAR (BURMA):  MONYWA	24.618	94.68	85	6.3		1	1						1		2			1	1						1		2		
	2011	2	11	2011-02-11	20	5	30.7	5406		CHILE:  OFF COAST CENTRAL	-36.474	-73.125	28	6.8																									
	2011	2	17	2011-02-17	22	47	21.5			COLORADO:  PAONIA	38.947	-107.497	1	3.1									1												1				
	2011	2	21	2011-02-21	23	51	42.3	5407		"NEW ZEALAND:  CHRISTCHURCH, LYTTELTON"	-43.583	172.68	6	6.1		185	3			1500	4	15000	4	100000	4			185	3			1500	4	15000	4	100000	4		
	2011	3	3	2011-03-03	15	12	1.4			PHILIPPINES:  MINDANAO	9.457	125.935	50	5.5									1				2								1				2
	2011	3	9	2011-03-09	2	45	20.3	5412		JAPAN:  HONSHU:  E COAST	38.435	142.842	32	7.5																									
	2011	3	10	2011-03-10	4	58	16			CHINA:  YUNNAN PROVINCE:  PINGYUAN	24.719	97.969	26	5.5		25	1			250	3		3	1039	4	12528		25	1			250	3		3	1039	4	12528	4
	2011	3	11	2011-03-11	5	46	24.1	5413		JAPAN:  HONSHU	38.297	142.373	29	9.1		1475	4			6157	4	4401.709	4	2473	4	5618	4	18428	4			6167	4	220136.6	4	123661	4	280920	4
	2011	3	11	2011-03-11	6	15	40.2			JAPAN:  NEAR E COAST HONSHU	36.281	141.111	43	7.9																									
	2011	3	11	2011-03-11	6	25	50.3			JAPAN:  OFF EAST COAST HONSHU	38.058	144.59	19	7.6																									
	2011	3	24	2011-03-24	13	55	12			MYANMAR:  TACHILEK	20.687	99.822	8	6.8		104	3			123	3	3.6	2			10104	4	104	3			123	3	3.6	2			10104	4
	2011	4	4	2011-04-04	11	31	43			"NEPAL-INDIA:  UTTARAKHAND, UTTAR PRADESH"	29.698	80.754	26	5.4									1												1				
	2011	4	7	2011-04-07	14	32	43.2	5429		JAPAN: NEAR E COAST HONSHU	38.276	141.588	42	7.1		3	1			132	3		1					3	1			132	3		1				
	2011	4	10	2011-04-10	9	2	47.3			CHINA:  SICHUAN PROVINCE:  LUHUO	31.373	100.757	43	5.1									1				1								1		1		
	2011	4	11	2011-04-11	8	16	12.7			JAPAN:  HONSHU	37.001	140.401	11	6.6		7	1						1	3	1			7	1						1	3	1		
	2011	4	24	2011-04-24	23	7	51.4			INDONESIA:   SULAWESI:  KENDARI	-4.586	122.771	8	6.1						14	1		2		2							14	1		2		2		
	2011	5	10	2011-05-10	8	55	9	5721		NEW CALEDONIA:  LOYALTY ISLANDS	-20.244	168.226	11	6.8	2																								
	2011	5	11	2011-05-11	16	47	25.7			SPAIN:  LORCA	37.699	-1.672	1	5.1		10	1				3		1		1		1	10	1				3		1		1		
	2011	5	19	2011-05-19	21	12	51			TURKEY:  SIMAV	39.12	29.04	7	4.3		2	1			125	3		1				2	2	1			125	3		1				2
	2011	6	8	2011-06-08	1	53	26			CHINA:  XINJIANG PROVINCE:  DABANCHENG	43.015	88.247	21	5.3						8	1		1			50	1					8	1		1			50	1
	2011	6	13	2011-06-13	2	20	49.3			NEW ZEALAND:  SOUTH ISLAND:  CANTERBURY	-43.564	172.743	6	6		1	1			45	1	3000	4	100	2			1	1			45	1	3000	4	100	2		
	2011	6	20	2011-06-20	10	16	55.2			CHINA:  YUNNAN PROVINCE:  BAOSHAN	25.075	98.721	39	5.3						4	1		2									4	1		2				
	2011	6	24	2011-06-24	3	9	39.4	5432		ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS	52.05	-171.836	52	7.3																									
	2011	6	26	2011-06-26	7	48	16.7			CHINA:  QINGHAI PROVINCE	32.447	95.948	29	5.3									1	10	1		3								1	10	1		3
	2011	7	6	2011-07-06	19	3	18.2	5430		NEW ZEALAND: KERMADEC ISLANDS	-29.539	-176.34	17	7.6																									
	2011	7	10	2011-07-10	0	57	10.8	5431		JAPAN:  HONSHU:  E COAST	38.034	143.264	23	7																									
	2011	7	19	2011-07-19	19	35	43.4			"UZBEKISTAN:  FARGONA, VIOLYATI"	40.081	71.41	20	6.1		14	1			86	2		1		2			14	1			86	2		1		2		
	2011	8	9	2011-08-09	11	50	22.2			CHINA: YUNNAN PROVINCE: BAOSHAN	24.932	98.73	40	5									3			22823	4					3	1		3			22823	4
	2011	8	11	2011-08-11	10	6	29.3			"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI"	39.955	77.028	10	5.7						21	1		2									21	1		2				
	2011	8	20	2011-08-20	16	55	2.8	5437		VANUATU ISLANDS	-18.365	168.143	32	7.1																									
	2011	8	20	2011-08-20	18	19	23.5	5436		VANUATU ISLANDS	-18.311	168.218	28	7																									
	2011	8	23	2011-08-23	5	46	18.2			COLORADO:  SEGUNDO	37.063	-104.701	4	5.4	7								2												2				
	2011	8	23	2011-08-23	17	51	4.5			"VIRGINIA:  LOUISA COUNTY, MARYLAND, WASHINGTON D.C."	37.936	-77.933	6	5.8	7							200	4			600	3							200	4			600	3
	2011	9	2	2011-09-02	10	55	53.5	5438		ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS	52.171	-171.708	32	6.8																									
	2011	9	5	2011-09-05	17	55	11.2			INDONESIA:  SUMATRA	2.965	97.893	91	6.7		10	1						1				2	10	1						1				2
	2011	9	7	2011-09-07	17	58	18.7			INDIA:  DELHI	28.724	77.189	10	4.3						1	1											1	1		1				
	2011	9	18	2011-09-18	12	40	51.8			INDIA: SIKKIM;  NEPAL;  CHINA;  BHUTAN	27.73	88.155	50	6.9		127	3			441	3	2100	4		4	40000	4	127	3			441	3	2100	4		4	40000	4
	2011	9	19	2011-09-19	18	33	55.8			GUATEMALA:  CUILAPA SANTA ROSA	14.186	-90.238	9	5.6		1	1						1					1	1						1				
	2011	10	20	2011-10-20	17	18	34.1			INDIA:  GUJARAT	21.211	70.533	10	5						34	1		3			3000	4					34	1		3			3000	4
	2011	10	21	2011-10-21	17	57	16.1	5439		KERMADEC ISLANDS	-28.993	-176.238	33	7.4																									
	2011	10	23	2011-10-23	10	41	22.9			"TURKEY:  ERCIS, VAN"	38.722	43.513	16	7.1		604	3			2608	4	1500	4	5739	4	4882	4	604	3			2608	4	1500	4	5739	4	4882	4
	2011	10	28	2011-10-28	18	54	34			PERU:  SAN VICENTE DE CANETE	-14.438	-75.966	24	6.9		1	1			103	3		2	134	3			1	1			103	2		2	134	3		
	2011	10	29	2011-10-29	0	43	55.1			INDIA:  SIKKIM	27.449	88.684	10	3.5		2	1											2	1										
	2011	10	29	2011-10-29	13	50	49			ECUADOR:  POMASQUI	-0.13	-78.37	3	4									1				2								1				2
	2011	11	1	2011-11-01	0	21	28			CHINA:  XINJIANG PROVINCE	43.648	82.437	28	5.6								10.5	3	2453	4		3							10.5	3	2453	2		3
	2011	11	6	2011-11-06	3	53	10			OKLAHOMA:  SPARKS	35.532	-96.765	5	5.7	8					2	1		2	14	1		3					2	1		2	14	1		3
	2011	11	7	2011-11-07	9	43	15.9			PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE	7.904	125.185	46	5						31	1		1			23	1					31	1		1			23	1
	2011	11	8	2011-11-08	2	46	57			"OKLAHOMA:  SPARKS, PRAGUE"	35.531	-96.788	5	5									1				2								1				2
	2011	11	9	2011-11-09	19	23	33.2			TURKEY:  VAN	38.429	43.229	5	5.7		40	1						1		1			40	1						1		1		
	2011	11	21	2011-11-21	3	15	42.2			INDIA:  ASSAM	24.955	95.236	114	5.8									1												1				
	2011	11	24	2011-11-24	21	13	15.6			EL SALVADOR-GUATEMALA	13.297	-87.898	43	5.1									1			80	2								1			80	2
	2011	12	1	2011-12-01	12	48	17.7			"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI"	38.31	76.888	32	5.3									2			300	3								2			300	3
	2011	12	3	2011-12-03	6	19	10.4			NEW ZEALAND:  COOK STRAIT	-41.364	174.315	56	5.3									1				2								1				2
	2011	12	11	2011-12-11	1	47	25.9			MEXICO:  GUERRERO	17.844	-99.963	54	6.4		2	1			5	1		2			70	2	2	1			5	1		2			70	2
	2011	12	23	2011-12-23	0	58	38.3			NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH	-43.49	172.8	10	5.8						60	2		1				1					60	2		1				1
	2011	12	27	2011-12-27	15	21	56.8			RUSSIA:  KYZYL	51.842	95.911	15	6.7									2				3								2				3
	2012	1	19	2012-01-19	12	35	51.3			IRAN:  KHORASAN-E-RAZAVI	36.288	58.835	8	5.3						238	3		1				2					238	3		1				2
	2012	1	30	2012-01-30	5	11	0.9			PERU:  ICA	-14.168	-75.635	43	6.4						119	3		1				1					119	3		1				1
	2012	2	2	2012-02-02	13	34	40.6	5442		VANUATU ISLANDS	-17.827	167.133	23	7																									
	2012	2	6	2012-02-06	3	49	12.5			PHILIPPINES:  NEGROS ORIENTAL PROVINCE	9.999	123.206	11	6.7		51	2	62	2	112	3	9	3	15000	4			51	2	62	2	112	3	9	3	15000	4		
	2012	2	26	2012-02-26	2	35	0.5			TAIWAN:  PINGTUNG	22.661	120.891	28	5.9									1												1				
	2012	2	27	2012-02-27	18	48	55.3			IRAN:  RAVAR	31.428	56.778	10	5.2						6	1		1				2					6	1		1				2
	2012	3	5	2012-03-05	23	6	30.8			PHILIPPINES:  MASBATE ISLAND	12.354	123.7	37	5.6						10	1		1	1	1		2					10	1		1	1	1		2
	2012	3	8	2012-03-08	22	50	8.4			CHINA: XINJIANG	39.383	81.307	38	5.9						36641	4	84	4				3					36641	4	84	4				3
