Search Parameters	Year	Mo	Dy	Date	Hr	Mn	Sec	Tsu	Vol	Location Name	Latitude	Longitude	Focal Depth (km)	Mag	MMI Int	Deaths	Death Description	Missing	Missing Description	Injuries	Injuries Description	Damage ($Mil)	Damage Description	Houses Destroyed	Houses Destroyed Description	Houses Damaged	Houses Damaged Description	Total Deaths	Total Death Description	Total Missing	Total Missing Description	Total Injuries	Total Injuries Description	Total Damage ($Mil)	Total Damage Description	Total Houses Destroyed	Total Houses Destroyed Description	Total Houses Damaged	Total Houses Damaged Description
	2021	8	26	2021-08-26	2	14	22			INDONESIA: CENTRAL SULAWESI: TOJO UNA-UNA	-0.854	121.523	8	5.5	5	1	1						1		1			1	1						1		1		
	2021	9	8	2021-09-08	1	47	47	5806		MEXICO:  GUERRERO	16.982	-99.773	20	7	7	3	1				1	200	4			7317	4	3	1				1	200	4			7317	4
	2021	9	15	2021-09-15	20	33	32			CHINA: SICHUAN PROVINCE: LUXIAN (LU)	29.182	105.391	10	5.4	7	3	1			88	2	250	4	809	3	7290	4	3	1			88	2	250	4	809	3	7290	4
	2021	9	21	2021-09-21	23	15	53			AUSTRALIA: MELBOURNE	-37.491	146.363	10	5.9	5								2			46	1								2			46	1
	2021	9	27	2021-09-27	6	17	22			GREECE:  CRETE	35.252	25.26	8	6	8	1	1			20	1		3	772	3			1	1			20	1		3	772	3		
	2021	10	6	2021-10-06	22	1	8			PAKISTAN: BALOCHISTAN PROVINCE	30.22	68.014	9	5.9	8	42	1			229	3		2		3		2	42	1			229	3		2		3		2
	2021	10	12	2021-10-12	9	24	3	5817		GREECE: CRETE	35.193	26.256	10	6.4	8								1				1								1				1
	2021	10	15	2021-10-15	20	18	21			"INDONESIA:  BALI: KARANGASEM, BANGLI"	-8.356	115.458	10	5.1	8	3	1			82	2		3	366	3	524	3	3	1			82	2		3	366	3	524	3
	2021	11	14	2021-11-14	12	8	38			IRAN:  HORMOZGAN PROVINCE	27.736	56.077	10	6.3	9	2	1				2	165	4				2	2	1				2	165	4				2
	2021	11	28	2021-11-28	10	52	13			PERU:  AMAZONAS	-4.49	-76.846	112	7.5	8					3	1		3	448	3	1699	4					3	1		3	448	3	1699	4
	2021	12	14	2021-12-14	3	20	24	5822		INDONESIA:  FLORES REGION	-7.603	122.2	18	7.3	9					1	1		2	41	1	200	3					1	1		2	41	1	200	3
	2022	1	2	2022-01-02	7	2	13			CHINA:   YUNNAN PROVINCE	27.8	100.718	35	5.4	7					30	1	51	4		4		4					30	1	51	4		4		4
	2022	1	7	2022-01-07	17	45	30			"CHINA: QINGHAI, GANSU"	37.815	101.278	13	6.6	9					9	1	510	4			8830	4					9	1	510	4			8830	4
	2022	1	14	2022-01-14	9	5	42			"INDONESIA: PANDEGLANG, BANTEN"	-6.929	105.251	37	6.6	8					1975	4		3	395	3	2683	4					1975	4		3	395	3	2683	4
	2022	1	17	2022-01-17	11	40	8			AFGHANISTAN: BADGHIS: QADIS	34.946	63.58	18	5.3	8	28	1			4	1	0.4	1	800	3			28	1			4	1	0.4	1	800	3		
	2022	1	24	2022-01-24	13	16	23			HAITI: NIPPES	18.458	-73.337	10	5.3	7	2	1			52	2		3	190	3	590	3	2	1			52	2		3	190	3	590	3
	2022	1	29	2022-01-29	2	46	39	5828		NEW ZEALAND: KERMADEC ISLANDS	-29.531	-176.749	10	6.5																									
	2022	2	16	2022-02-16	7	12	25			"GUATEMALA: BAJA VERAPAZ, GUATEMALA, QUEZALTENANGO"	14.193	-91.297	83	6.2	8	3	1			2	1		2	2	1	31	1	3	1			2	1		2	2	1	31	1
	2022	2	25	2022-02-25	1	39	27			"INDONESIA: W SUMATRA: PASAMAN, WEST PASAMAN"	0.233	100.106	12	6.2	9	27	1			457	3	1	2	103	3	4800	4	27	1			457	3	1	1	103	3	4800	4
	2022	3	16	2022-03-16	14	36	33	5832		JAPAN:  OFF FUKUSHIMA	37.702	141.587	63	7.3	9	4	1			247	3	8800	4	217	3	56718	4	4	1			247	3	8800	4	217	3	56718	4
	2022	3	22	2022-03-22	17	41	38			"TAIWAN: HUALIEN, T'AIT-TUNG"	23.412	121.562	24	6.7	7					1	1	1.52	2				2					1	1	1.52	2				2
	2022	3	27	2022-03-27	4	28	13			ECUADOR:  ESMERALDAS	0.909	-79.589	26	5.8	8	1	1			2	1		3	779	3	3825	3	1	1			2	1		3	779	3	3825	4
	2022	3	30	2022-03-30	20	56	58	5833		NEW CALEDONIA:  LOYALTY ISLANDS	-22.716	170.286	10	6.9	7																								
	2022	3	31	2022-03-31	5	44	1	5834		NEW CALEDONIA:  LOYALTY ISLANDS	-22.579	170.354	10	7	6																								
	2022	4	22	2022-04-22	21	7	48			"BALKANS NW: BOSNIA-HERZEGOVINA: MOSTAR, STOLAC"	43.061	18.176	10	5.7	7	1	1			2	1		3			350	3	1	1			2	1		3			350	3
	2022	4	23	2022-04-23	1	39	41.6			POLAND:  SILESIAN:  JASTRZEBIE-ZDROJ	50.04	18.59	1	2.8		10	1											10	1										
	2022	5	12	2022-05-12	21	55	48			"PERU: LIMA, CALLAO, CHILCA"	-12.36	-76.89	55	5.4	7	2	1			11	1		1	4	1	4	1	2	1			11	1		1	4	1	4	1
	2022	5	25	2022-05-25	21	43	2	5850		MEXICO:  OAXACA	16.325	-95.856	34	5.5	5																								
	2022	5	26	2022-05-26	12	2	20			PERU: PUNO	-14.863	-70.308	217	7.2	7								2	2	1	87	2								2	2	1	87	2
	2022	6	1	2022-06-01	9	0	8			CHINA: SICHUAN PROVINCE	30.416	102.989	10	5.9	7	4	1			41	1		2				2	4	1			41	1		2				2
	2022	6	9	2022-06-09	17	28	37			CHINA:  SICHUAN PROVINCE	32.365	101.878	16	5.9	8					4	1		2		3							4	1		2		3		
	2022	6	21	2022-06-21	20	54	36			AFGHANISTAN: PAKTIKA PROVINCE; PAKISTAN	33.092	69.514	10	5.9	9	1039	4			2949	4	120	4	1900	4	4500	4	1039	4			2949	4	120	4	1900	4	4500	4
	2022	7	1	2022-07-01	21	32	8			IRAN:  HORMOZGAN PROVINCE	26.935	55.254	16	6		5	1			84	2	142	4				3	5	1			84	2	142	4				3
	2022	7	5	2022-07-05	8	47	26.4			RUSSIA:  KEMEROVO	53.75	88.04	10	4.4		2	1											2	1										
	2022	7	12	2022-07-12	23	36	11			"PERU: MOQUEGUA, AREQUIPA"	-16.783	-71.31	10	5.5	7					3	1		3	5	1	787	3					3	1		3	5	1	787	3
	2022	7	14	2022-07-14	22	30	12			ECUADOR: GUAYAS	-2.04	-79.811	73	5.7	5	1	1						2			7	1	1	1						2			7	1
	2022	7	27	2022-07-27	0	43	24	5855		PHILIPPINES: LUZON: ABRA	17.56	120.801	10	7	9	11	1			609	3	48.48	4	856	3	35924	4	11	1			609	3	48.48	4	856	3	35924	4
	2022	9	4	2022-09-04	21	57	35			"AFGHANISTAN: KUNAR, LAGHMAN, NANGARHAR"	34.662	70.702	10	5.1	7	8	1						2					8	1						2				
	2022	9	5	2022-09-05	4	52	19			CHINA:  SICHUAN PROVINCE	29.726	102.279	10	6.6	9	118	3			400	3	835	4					118	3			400	3	835	4				
	2022	9	10	2022-09-10	23	46	57			"PAPUA NEW GUINEA: MOROBE, EASTERN HIGHLANDS"	-6.256	146.469	90	7.6	8	21	1			30	1	15	3	1076	4			21	1			30	1	15	3	1076	4		
	2022	9	18	2022-09-18	6	44	14			TAIWAN:  HUALIEN	23.159	121.316	10	6.9	9	1	1			140	3	3.7	2				2	1	1			140	3	3.7	2				2
	2022	9	19	2022-09-19	18	5	6	5859		"MEXICO:  MICHOACAN, COLIMA, JALISCO"	18.367	-103.252	15	7.6	9	2	1			10	1	25	4	800		6084		2	1			10	1	25	4	800		6084	4
	2022	9	22	2022-09-22	6	16	9	5861		"MEXICO: MEXICO CITY, MICHOACAN"	18.308	-102.923	24	6.8	8	3	1			5	1		2					3	2			5	1		2				
	2022	9	30	2022-09-30	19	28	40			INDONESIA:  SUMATRA	2.109	98.928	21	5.9	7	1	1				1		2					1	1				1		2				
	2022	10	5	2022-10-05	0	21	29			IRAN:  KHOY; WEST AZERBAIJAN	38.511	45.038	15	5.6	7					1127	4		3		2		3					1127	4		3		2		3
	2022	10	5	2022-10-05	8	26	21			PERU:  PIURA	-4.912	-80.56	48	5.8	8	1	1			2	1							1	1			2	1						
	2022	10	25	2022-10-25	14	59	3			PHILIPPINES: LUZON: ABRA	17.662	120.823	27	6.4	8					139	3	1.444	2	434	1	13012	4					139	3	1.444	2	434	1	13012	4
	2022	11	8	2022-11-08	20	27	23			NEPAL:  SUDURPASHCHIM PROVINCE	29.274	81.149	18	5.7	7	6	1			8	1		1				1	6	1			8	1		1				1
	2022	11	11	2022-11-11	10	48	45	5866		TONGA ISLANDS	-19.318	-172.1	24	7.3	5																								
	2022	11	21	2022-11-21	6	21	10			INDONESIA: W JAVA: CIANJUR	-6.853	107.095	10	5.6	8	635	3	5	1			256	4	13633	4	42645	4	635	3	5	1			256	4	13633	4	42645	4
	2022	11	22	2022-11-22	2	3	7	5867		SOLOMON ISLANDS: HONIARA	-9.812	159.596	15	7	8					3	1		2		1							3	1		2		1		
	2022	11	30	2022-11-30	10	48	0	5869		NEW ZEALAND:  TAUPO	-38.808	175.906	7	5.4	9								1												1				
	2022	12	20	2022-12-20	10	34	24			CALIFORNIA:  HUMBOLDT COUNTY	40.525	-124.423	17	6.4	8	2	1			17	1	250	4	150	3		1	2	1			17	1	250	4	150	3		1
	2023	1	9	2023-01-09	17	47	35	5871		INDONESIA:  BANDA SEA	-7.049	130.038	105	7.6	5	1	1			11	1		2	37	1	327	3	1	1			11	1		2	37	1	327	3
	2023	1	18	2023-01-18	10	8	14			IRAN:  AZARBAIJAN	38.433	44.946	19	5.7						252	3	50	4	370	3	3600	4					252	3	50	4	370	3	3600	4
	2023	1	24	2023-01-24	8	58	32			INDIA: UTTAR PRADESH; NEPAL: SUDURPASHCHIM PROVINCE	29.597	81.652	25	5.6	7	4	1				1		2		1	42	1	4	1				1		2		1	42	1
	2023	1	28	2023-01-28	18	14	45			IRAN:  KHVOY (KHOY)	38.424	44.909	16	5.9	8	3	1			1017	4	255	4	370	3		4	3	1			1017	4	255	4	370	3		4
	2023	2	6	2023-02-06	1	17	35	5873		TURKEY: KAHRAMANMARAS; SYRIA	37.166	37.042	17	7.8	9	56697	4			119200	4	42900	4	542461	4	1474182	4	56697	4			119200	4	42900	4	542461	4	1474182	4
	2023	2	6	2023-02-06	10	24	49			TURKEY; SYRIA	38.024	37.203	10	7.5	9																								
	2023	2	9	2023-02-09	6	28	0			INDONESIA: NEW GUINEA: IRIAN JAYA: JAYAPURA	-2.635	140.557	22	5.1	8	4	1						1	15	1	28	1	4	1						1	15	1	28	1
	2023	2	20	2023-02-20	17	4	29			TURKEY; SYRIA	36.109	36.017	16	6.3	9	6	1			764	3							6	1			764	3						
	2023	2	27	2023-02-27	9	4	51			TURKEY: MALATYA;  SYRIA: NW	38.229	38.283	10	5.2	7	2	1			260	3		2	31	1			2				260	3		2	31	1		
	2023	3	7	2023-03-07	6	2	34			PHILIPPINES:  MINDANAO:  DAVAO	7.472	126.027	38	6	8					35	1	3.1	2	896	3	4545	4					35	1	3.1	2	896	1	4545	4
	2023	3	16	2023-03-16	0	56	2	5876		KERMADEC ISLANDS	-30.115	-176.112	22	7	8																								
	2023	3	18	2023-03-18	17	12	52			"ECUADOR: AZUAY, EL ORO, GUAYAS;  PERU: TUMBES"	-2.837	-79.844	65	6.8	9	15	1			495	3		3	291	3	1050	4	15	1			495	3		3	291	3	1050	4
	2023	3	21	2023-03-21	16	47	23			AFGHANISTAN: LAGHMAN;  PAKISTAN	36.523	70.979	187	6.5	7	19	1			181	3		2	22	1	803	1	19	1			181	3		2	22	1	803	3
	2023	3	22	2023-03-22	20	7	44			TAJIKISTAN: SUGHD	39.383	69.881	11	5.8	6					3	1		2			399	3					3	1		2			399	
	2023	4	2	2023-04-02	18	4	11			PAPUA NEW GUINEA: EAST SEPIK	-4.326	143.159	70	7	7	8	1			11	1		2	876	3		3	8	1			11	1		2	876	3		3
	2023	4	24	2023-04-24	0	41	55	5879		KERMADEC ISLANDS:  S OF	-29.968	-177.826	43	7.1																									
	2023	4	24	2023-04-24	20	0	57	5878		INDONESIA:  SUMATRA:  MENTAWAI ISLANDS	-0.799	98.524	34	7.1									1												1				
	2023	5	2	2023-05-02	15	27	23			CHINA:   YUNNAN PROVINCE	25.401	99.269	10	5.3						10	1	65	4			2805						10	1	65	4			2805	4
	2023	5	5	2023-05-05	5	42	4	5880		"JAPAN: HONSHU: ISHIKAWA, TOYAMA"	37.54	137.305	8	6.2	8	1	1			34	1		2	3	1	351	3	1	1			34	1		2	3	1	351	3
	2023	5	10	2023-05-10	16	2	0			TONGA: HIHIFO	-15.6	-174.608	210	7.6																									
	2023	5	19	2023-05-19	2	57	6	5881		NEW CALEDONIA:  LOYALTY ISLANDS	-23.229	170.694	37	7.7																									
	2023	5	20	2023-05-20	1	51	1	5882		NEW CALEDONIA:  LOYALTY ISLANDS	-23.062	170.456	36	7.1																									
	2023	6	6	2023-06-06	9	11	23			HAITI	18.702	-74.235	9	4.9		4	1			36	1							4	1			36	1						
	2023	6	7	2023-06-07	9	53	50			"MYANMAR (BURMA): MAUBIN, AYEYARWADY"	16.873	95.553	19	4.8		2	1			1	1		1				1	2	1			1	1		1				1
	2023	6	13	2023-06-13	8	3	40			INDIA: KASHMIR: KISHTWAR	33.096	75.896	10	5	6					5	1		2									5	1		2				
	2023	6	16	2023-06-16	16	38	28			FRANCE: CHARENTE-MARITIME: LA LAIGNE	46.212	-0.785	5	4.8						2	1	440	4			135	3					2	1	440	4			135	3
	2023	6	30	2023-06-30	12	57	42			INDONESIA: JAVA: YOGYAKARTA	-8.674	110.041	85	5.8		1	1			25	1		2	3	1	433	3	1	1			25	1		2	3	1	433	3
	2023	7	16	2023-07-16	6	48	22	5883		ALASKA PENINSULA	54.46	-160.76	32	7.2	6													1	1										
	2023	8	5	2023-08-05	18	33	58			CHINA: SHANGDONG PROVINCE: PINGYUAN	37.231	116.355	10	5.4						24	1		2	213	3							24	1			213	3		
	2023	8	6	2023-08-06	10	9	22			INDONESIA: SULAWESI: SIGI	-1.078	120.273	10	5.3						1	1		2	14	1	281	3					1	1		2	14	1	281	3
	2023	8	17	2023-08-17	17	4	49			"COLOMBIA: BOGOTA, BOYACA, CUNDINAMARCA, META,"	4.418	-73.511	10	6.3		2	1					30	4	20	1	252	3	2	1					30	4	20	1	252	3
	2023	9	8	2023-09-08	22	11	1			"MOROCCO: MARRAKECH, SAFI"	31.073	-8.407	18	6.8		2946	4			5674	4	7000	4	19096	4	40578	4	2946	4			5674	4	7000	4	19096	4	40578	4
	2023	10	3	2023-10-03	9	21	4			NEPAL:  DIPAYAL	29.499	81.253	20	5.7	8	1	1			23	1		2	334	3	1185	4	1	1			23	1		2	334	3	1185	4
	2023	10	5	2023-10-05	1	59	58	5890		JAPAN:  IZU ISLANDS	29.94	139.95	10	6.1																									
	2023	10	7	2023-10-07	6	41	3			AFGHANISTAN: HERAT	34.61	61.924	14	6.3		1482	4			2100	4	50	4	10002	4	220430	4	1482	4			2100	4	50	4	10002	4	220430	4
	2023	10	7	2023-10-07	8	40	13			PAPUA NEW GUINEA:  MADANG	-5.507	146.198	76	6.9									2	200	3		2								2	200	3		2
	2023	10	8	2023-10-08	20	25	23	5891		JAPAN:  IZU ISLANDS	29.707	139.902	10	4.9																									
	2023	10	11	2023-10-11	0	41	56			AFGHANISTAN: HERAT	34.557	62.045	9	6.3		3	1			164	3		2					3	1			164	3		2				
	2023	10	15	2023-10-15	3	36	0			AFGHANISTAN: HERAT	34.609	62.112	6	6.3		4	1			153	3		2		2			4	1			153	3		2		2		
	2023	11	3	2023-11-03	18	2	54			"NEPAL:  JAJARKOT, RUKUM WEST"	28.848	82.187	16	5.7		154	3			366	3	20	3	26557	4	35455	4	154	3			366	3	20	3	26557	4	35455	4
	2023	11	17	2023-11-17	8	14	13			PHILIPPINES:  MINDANAO:  DAVAO	5.587	125.051	78	6.7	7	11	1			37	1	29.27	4	602	3	5983	4	11	1			37	1	29.27	4	602	3	5983	4
	2023	11	22	2023-11-22	4	47	33	5902		VANUATU ISLANDS: MAEWO	-14.985	167.983	22	6.7																									
	2023	12	2	2023-12-02	14	37	3	5903		PHILIPPINES:  MINDANAO:  E	8.527	126.449	32	7.6	7	3	1			79	2	22.6	3	390	3	8315	4	3	1			79	2	22.6	3	390	3	8315	4
	2023	12	7	2023-12-07	12	56	30	5904		VANUATU:  TANNA ISLAND	-20.659	169.206	48	7.1																									
	2023	12	18	2023-12-18	15	59	30			CHINA:  GANSU PROVINCE: JISHISHAN	35.743	102.827	10	5.9		151	3			967	3	2000	4	15000	4	207000	4	151	3			967	3	2000	4	15000	4	207000	4
	2024	1	1	2024-01-01	7	10	9	5907		JAPAN: HONSHU: ISHIKAWA	37.498	137.242	10	7.5		260	3	3	1	1204	4	17600	4	29552	4	93898	4	260	3	3	1	1204	4	17600	4	29552	4	93898	4
	2024	1	22	2024-01-22	18	9	4			CHINA: XINJIANG PROVINCE;  KAZAKHSTAN	41.269	78.649	13	7		3	1			72	2		2					3	1			72	2		2				
	2024	3	23	2024-03-23	20	22	4			PAPUA NEW GUINEA: EAST SEPIK	-4.139	143.159	40	6.9		5	1						3	1000	4			5	1						3	1000	4		
	2024	4	2	2024-04-02	23	58	11	5919		TAIWAN:  HUA-LIEN	23.819	121.562	34	7.4		18	1	2	1	1145	4	2.53	2	111	3	297	3	18	1	2	1	1145	4	2.53	2	111	3	297	3
	2024	6	18	2024-06-18	9	54	49			IRAN: KASHMAR	35.261	58.458	10	4.9		4	1			120	3		2					4	1			120	3		2				
	2024	6	28	2024-06-28	5	36	37	5921		PERU:  AREQUIPA	-15.811	-74.445	28	7.2							1		2										1		2				
